level,source_id,route_family,predicate_label,score_id,K,unit_count,gt_units,gt_total,gt_selected,Recall@K,selected_total,Selected@K_mean,violation_denominator,violation_count,Violation@K
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,behind,C2_source_x_wrong_T_Ce,50,316,316,754,154,0.20424403183023873,10652,33.70886075949367,10652,690,0.06477656778069846
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,behind,C2_source_x_wrong_T_Ce,100,316,316,754,265,0.35145888594164454,14830,46.93037974683544,14830,2535,0.17093728927848956
source_predicate,vlsat_full_validation,relative_horizontal,left,S0_source_score,5,484,484,1713,710,0.4144775248102744,1144,2.3636363636363638,1144,249,0.21765734265734266
source_predicate,vlsat_full_validation,relative_horizontal,left,S0_source_score,10,484,484,1713,1067,0.6228838295388208,1975,4.080578512396694,1975,458,0.23189873417721518
source_predicate,vlsat_full_validation,relative_horizontal,left,S0_source_score,20,484,484,1713,1360,0.793928779918272,3261,6.737603305785124,3261,767,0.23520392517632627
source_predicate,vlsat_full_validation,relative_horizontal,left,S0_source_score,50,484,484,1713,1618,0.9445417396380619,6975,14.411157024793388,6975,1875,0.26881720430107525
source_predicate,vlsat_full_validation,relative_horizontal,left,S0_source_score,100,484,484,1713,1690,0.986573263280794,12857,26.56404958677686,12857,4193,0.3261258458427316
source_predicate,vlsat_full_validation,relative_horizontal,left,S2_source_x_Ce,5,484,484,1713,722,0.4214827787507297,1190,2.458677685950413,1190,150,0.12605042016806722
source_predicate,vlsat_full_validation,relative_horizontal,left,S2_source_x_Ce,10,484,484,1713,1034,0.6036193812025686,1969,4.068181818181818,1969,278,0.14118842051802946
source_predicate,vlsat_full_validation,relative_horizontal,left,S2_source_x_Ce,20,484,484,1713,1307,0.7629889083479277,3341,6.902892561983471,3341,542,0.16222687818018558
source_predicate,vlsat_full_validation,relative_horizontal,left,S2_source_x_Ce,50,484,484,1713,1602,0.9352014010507881,7200,14.87603305785124,7200,1481,0.20569444444444446
source_predicate,vlsat_full_validation,relative_horizontal,left,S2_source_x_Ce,100,484,484,1713,1690,0.986573263280794,13367,27.617768595041323,13367,3558,0.2661779008004788
source_predicate,vlsat_full_validation,relative_horizontal,left,A1_source_x_G_only,5,484,484,1713,571,0.3333333333333333,955,1.9731404958677685,955,296,0.3099476439790576
source_predicate,vlsat_full_validation,relative_horizontal,left,A1_source_x_G_only,10,484,484,1713,956,0.5580852305896089,1812,3.743801652892562,1812,493,0.27207505518763797
source_predicate,vlsat_full_validation,relative_horizontal,left,A1_source_x_G_only,20,484,484,1713,1337,0.780502043199066,3192,6.595041322314049,3192,802,0.25125313283208023
source_predicate,vlsat_full_validation,relative_horizontal,left,A1_source_x_G_only,50,484,484,1713,1614,0.9422066549912435,6921,14.299586776859504,6921,1943,0.2807397774888022
source_predicate,vlsat_full_validation,relative_horizontal,left,A1_source_x_G_only,100,484,484,1713,1685,0.9836544074722708,12839,26.526859504132233,12839,4365,0.3399797492016512
source_predicate,vlsat_full_validation,relative_horizontal,left,A2_source_x_TG_concat,5,484,484,1713,893,0.5213076474022184,1414,2.9214876033057853,1414,302,0.21357850070721357
source_predicate,vlsat_full_validation,relative_horizontal,left,A2_source_x_TG_concat,10,484,484,1713,1154,0.673671920607122,2132,4.404958677685951,2132,488,0.22889305816135083
source_predicate,vlsat_full_validation,relative_horizontal,left,A2_source_x_TG_concat,20,484,484,1713,1385,0.8085230589608874,3374,6.971074380165289,3374,797,0.23621813870776526
source_predicate,vlsat_full_validation,relative_horizontal,left,A2_source_x_TG_concat,50,484,484,1713,1621,0.9462930531231757,7152,14.776859504132231,7152,1933,0.2702740492170022
source_predicate,vlsat_full_validation,relative_horizontal,left,A2_source_x_TG_concat,100,484,484,1713,1689,0.9859894921190894,13308,27.49586776859504,13308,4375,0.3287496242861437
source_predicate,vlsat_full_validation,relative_horizontal,left,C1_source_x_shuffled_Ce,5,484,484,1713,530,0.30939871570344424,1000,2.0661157024793386,1000,234,0.234
source_predicate,vlsat_full_validation,relative_horizontal,left,C1_source_x_shuffled_Ce,10,484,484,1713,814,0.475189725627554,1743,3.6012396694214877,1743,418,0.23981640849110727
source_predicate,vlsat_full_validation,relative_horizontal,left,C1_source_x_shuffled_Ce,20,484,484,1713,1093,0.6380618797431407,3030,6.260330578512397,3030,744,0.24554455445544554
source_predicate,vlsat_full_validation,relative_horizontal,left,C1_source_x_shuffled_Ce,50,484,484,1713,1470,0.8581436077057794,6872,14.198347107438016,6872,1909,0.27779394644935973
source_predicate,vlsat_full_validation,relative_horizontal,left,C1_source_x_shuffled_Ce,100,484,484,1713,1643,0.9591360186806772,12876,26.60330578512397,12876,4459,0.3463031997514756
source_predicate,vlsat_full_validation,relative_horizontal,left,C2_source_x_wrong_T_Ce,5,484,484,1713,404,0.23584354932866317,727,1.5020661157024793,727,301,0.4140302613480055
source_predicate,vlsat_full_validation,relative_horizontal,left,C2_source_x_wrong_T_Ce,10,484,484,1713,725,0.4232340922358436,1459,3.0144628099173554,1459,554,0.37971213159698425
source_predicate,vlsat_full_validation,relative_horizontal,left,C2_source_x_wrong_T_Ce,20,484,484,1713,1105,0.645067133683596,2717,5.613636363636363,2717,983,0.3617960986382039
source_predicate,vlsat_full_validation,relative_horizontal,left,C2_source_x_wrong_T_Ce,50,484,484,1713,1526,0.8908347927612376,6381,13.183884297520661,6381,2489,0.3900642532518414
